   0.374896167  -0.389961586  -0.052605715  -0.179687982  -0.097729111  -0.066496852  -0.035848935
   0.409770740  -0.033157662  -0.129702127  -3.297477788  -0.210658900   1.414345928  -0.178212723
   1.129327627   1.645797808  -0.041969855  -0.171928847 -11.621748039   1.667997926  -0.025383564
  -0.139231284  -5.465182158   0.394973106  -0.089945667   0.248558373  -0.858009879   0.220051290
  -5.523164361  -0.143604475  -0.081817394  -0.235548463  -7.133343777  -3.489962613  -0.315554313
  -0.219607231  -0.298285969  -0.274591836   0.659987365  -0.116701021  -0.129001286   0.805558722
   0.562521551  -0.242033687  -0.056130166   0.065126738  -1.912478130  -0.119431402  -0.255520343
  -0.109150317   0.321711286  -0.200496865   0.362327745  -0.162271566   0.199525831  -0.242015791
  -0.445504399  -0.066965555   0.074261214  -0.158842109  -0.197583007  -0.468612930  -0.408904148
  -4.220487951   1.097481014  -0.080101440   1.255770620  -0.382987229  -0.086541886   0.785094629
  -4.497566474  -0.536952714 -11.755285992  -0.210558689  -0.172561291   0.245865046  -0.173958330
  -5.115843379  -0.171125484  -3.778194623  -0.329099874   0.333887580   0.069420993  -0.108511542
   0.097120394  -0.205456523   0.029109759   0.357938114  -0.219071188  -0.167268979  -0.057097072
  -0.157881618  -0.671688272  -0.874175591  -0.738769327  -0.069289955   0.139583697  -0.096988209
  -0.175073253   0.433486568  -0.104165205  -0.448161484  -0.555333178  -0.170721827   0.133749086
   0.372029014   0.483692503  -0.187309283  -0.631945271   0.003456122  -0.263821215   0.195414470
  -4.555245657  -0.040539615   0.189348942  -0.093911506  -0.103514073   0.035922042   0.323990964
  -0.605801717  -0.063362532  -0.316515371   0.486203346  -0.137116578   0.190484550  -0.694354316
  -0.196496761  -0.193643778   0.984734157  -0.167715213  -0.057043883  -0.276014444  -0.109943394
  -0.062810581  -0.323899625   0.214973628  -0.067117364   0.966851981   0.172664713  -0.275276592
  -0.413482198  -0.224565126  -0.697289432  -0.124861096  -0.436305402  -0.333600815  -5.347215360
  -0.090210971  -0.041487278  -0.028273487   1.327210244   0.526375201  -0.354362446  -0.032257392
  -7.393347477  -7.428472962  -0.080009641  -1.750023992  -3.496081977  -0.004887810   0.629758099
   0.077786968  -0.522077322  -0.493715284  -0.087061976   1.222398006  -0.055279549  -0.335296555
  -0.356831937  -0.286682579   0.632209997  -0.075957987  -2.847939305  -0.450636036   0.199903247
  -0.048315428  -0.125245079  -4.315004927  -1.933551153  -0.289768817  -5.285534104  -0.082669229
  -0.053939704  -0.334782442  -6.846850952  -0.026120829  -0.147521443  -0.219328750  -0.287271800
  -0.119704406  -0.065197481  -0.175378580  -0.151508988  -0.011832084  -0.158409615  -0.317584642
  -0.063932181  -0.157317595  -0.010289249  -6.516261955  -0.086703448  -0.011938029  -0.290996345
  -0.777467681  -0.055009891   0.360552783  -0.156853680   0.822803703  -0.226349967   0.173958892
  -0.180425081   1.813942828  -0.226518172  -0.189604443  -1.316946715  -0.352047837   0.937438836
